"","start_y","start_m","st_date","日最大風速15m/s以上日数","日最大風速15m/s以上日数_品質","日最大風速15m/s以上日数_均質","日最大風速15m/s以上日数_平年値","日最大風速15m/s以上日数_平年値_品質","平均風速","平均風速_品質","平均風速_均質","平均風速_平年値","平均風速_平年値_品質","平均気温","平均気温_品質","平均気温_均質","平均気温_平年値","平均気温_平年値_品質","最高気温","最高気温_品質","最高気温_均質","最高気温_平年値","最高気温_平年値_品質","日最高気温","日最高気温_品質","日最高気温_均質","日最高気温_平年値","日最高気温_平年値_品質","日最低気温","日最低気温_品質","日最低気温_均質","日最低気温_平年値","日最低気温_平年値_品質","日平均気温0℃未満日数","日平均気温0℃未満日数_品質","日平均気温0℃未満日数_均質","日平均気温0℃未満日数_平年値","日平均気温0℃未満日数_平年値_品質","日最高気温35℃以上日数","日最高気温35℃以上日数_品質","日最高気温35℃以上日数_均質","日最高気温35℃以上日数_平年値","日最高気温35℃以上日数_平年値_品質","日最高気温0℃未満日数","日最高気温0℃未満日数_品質","日最高気温0℃未満日数_均質","日最高気温0℃未満日数_平年値","日最高気温0℃未満日数_平年値_品質","日最低気温0℃未満日数","日最低気温0℃未満日数_品質","日最低気温0℃未満日数_均質","日最低気温0℃未満日数_平年値","日最低気温0℃未満日数_平年値_品質","降水量","降水量_現象なし","降水量_品質","降水量_均質","降水量_平年値","降水量_平年値_現象なし","降水量_平年値_品質","日照時間","日照時間_現象なし","日照時間_品質","日照時間_均質","日照時間_平年値","日照時間_平年値_現象なし","日照時間_平年値_品質","日平均気温25℃以上日数","日平均気温25℃以上日数_品質","日平均気温25℃以上日数_均質","日平均気温25℃以上日数_平年値","日平均気温25℃以上日数_平年値_品質","日最低気温25℃以上日数","日最低気温25℃以上日数_品質","日最低気温25℃以上日数_均質","日最低気温25℃以上日数_平年値","日最低気温25℃以上日数_平年値_品質","place"
"1","2024","1","2024/1","0","8","1","1.0","8","5.2","8","1","5.6","8","4.1","8","1","1.9","8","11.5","8","1",NA,"0","6.9","8","1","4.5","8","1.3","8","1","-0.6","8","0","8","1","5.9","8","0","8","1","0.0","8","0","8","1","1.2","8","8","8","1","18.0","8","243.5","0","8","1","177.7","0","8","54.0","0","8","1","36.8","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"2","2024","2","2024/2","0","8","1","1.1","8","4.4","8","1","5.3","8","4.3","8","1","2.2","8","20.1","8","1",NA,"0","7.6","8","1","5.2","8","0.9","8","1","-0.8","8","0","8","1","4.7","8","0","8","1","0.0","8","0","8","1","0.8","8","13","8","1","17.7","8","95.5","0","8","1","118.4","0","8","72.9","0","8","1","60.1","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"3","2024","3","2024/3","0","8","1","0.6","8","4.8","8","1","4.8","8","5.1","8","1","5.1","8","15.6","8","1",NA,"0","8.5","8","1","8.9","8","1.5","8","1","1.4","8","0","8","1","0.7","8","0","8","1","0.0","8","0","8","1","0.0","8","8","8","1","8.9","8","136.5","0","8","1","111.1","0","8","109.5","0","8","1","115.1","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"4","2024","4","2024/4","0","8","1","0.4","8","3.4","8","1","4.3","8","13.1","8","1","10.2","8","29.9","8","1",NA,"0","18.0","8","1","14.8","8","8.1","8","1","5.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.5","8","63.0","0","8","1","103.6","0","8","226.3","0","8","1","169.0","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"5","2024","5","2024/5","2","8","1","0.1","8","3.4","8","1","3.8","8","16.3","8","1","15.7","8","28.0","8","1",NA,"0","21.2","8","1","20.3","8","11.4","8","1","11.6","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","125.0","0","8","1","122.6","0","8","214.7","0","8","1","194.7","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"6","2024","6","2024/6","0","8","1","0.1","8","3.1","8","1","3.4","8","21.8","8","1","20.0","8","32.5","8","1",NA,"0","25.8","8","1","24.1","8","18.0","8","1","16.5","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","195.5","0","8","1","125.3","0","8","212.5","0","8","1","181.9","0","8","1","8","1","0.5","8","0","8","1","0.0","8","酒田"
"7","2024","7","2024/7","1","8","1","0.0","8","3.9","8","1","3.2","8","25.2","8","1","23.8","8","33.9","8","1",NA,"0","28.4","8","1","27.6","8","22.6","8","1","20.7","8","0","8","1","0.0","8","0","8","1","0.5","8","0","8","1","0.0","8","0","8","1","0.0","8","561.5","0","8","1","218.7","0","8","92.6","0","8","1","159.5","0","8","19","8","1","9.7","8","5","8","1","0.8","8","酒田"
"8","2024","8","2024/8","0","8","1","0.1","8","2.8","8","1","3.4","8","27.3","8","1","25.5","8","35.9","8","1",NA,"0","31.1","8","1","29.7","8","24.2","8","1","22.0","8","0","8","1","0.0","8","2","8","1","1.3","8","0","8","1","0.0","8","0","8","1","0.0","8","73.0","0","8","1","205.6","0","8","210.0","0","8","1","199.5","0","8","31","8","1","18.5","8","9","8","1","2.9","8","酒田"
"9","2024","9","2024/9","0","8","1","0.5","8","3.1","8","1","3.6","8","23.6","8","1","21.6","8","34.0","8","1",NA,"0","27.9","8","1","25.8","8","20.1","8","1","17.8","8","0","8","1","0.0","8","0","8","1","0.2","8","0","8","1","0.0","8","0","8","1","0.0","8","343.5","0","8","1","176.2","0","8","169.6","0","8","1","156.8","0","8","9","8","1","3.9","8","1","8","1","0.5","8","酒田"
"10","2024","10","2024/10","0","8","1","0.3","8","3.4","8","1","4.0","8","17.6","8","1","15.6","8","27.7","8","1",NA,"0","22.2","8","1","19.8","8","13.1","8","1","11.6","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","113.5","0","8","1","188.6","0","8","149.0","0","8","1","136.1","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"11","2024","11","2024/11","0","8","1","0.7","8","4.2","8","1","4.6","8","10.4","8","1","9.7","8","22.6","8","1",NA,"0","14.3","8","1","13.6","8","5.9","8","1","5.9","8","0","8","1","0.1","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.7","8","232.0","0","8","1","222.0","0","8","93.8","0","8","1","84.3","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"12","2024","12","2024/12","1","8","1","1.6","8","5.8","8","1","5.4","8","4.3","8","1","4.5","8","13.7","8","1",NA,"0","7.0","8","1","7.6","8","1.5","8","1","1.6","8","0","8","1","1.0","8","0","8","1","0.0","8","0","8","1","0.1","8","6","8","1","7.1","8","221.5","0","5","1","217.0","0","8","31.5","0","8","1","41.7","0","8","0","8","1","0.0","8","0","8","1","0.0","8","酒田"
"13","2024","1","2024/1","0","8","1","0.0","8","1.9","8","1","1.6","8","2.3","8","1","-0.1","8","12.2","8","1",NA,"0","6.0","8","1","3.3","8","-1.3","8","1","-3.1","8","5","8","1","15.4","8","0","8","1","0.0","8","0","8","1","3.7","8","22","8","1","27.8","8","103.5","0","8","1","87.8","0","8","105.6","0","8","1","79.6","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"14","2024","2","2024/2","0","8","1","0.0","8","1.8","8","1","1.7","8","3.0","8","1","0.4","8","18.9","8","1",NA,"0","7.8","8","1","4.4","8","-1.1","8","1","-3.1","8","5","8","1","12.9","8","0","8","1","0.0","8","0","8","1","2.1","8","22","8","1","25.4","8","63.0","0","8","1","63.0","0","8","99.0","0","8","1","99.6","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"15","2024","3","2024/3","0","8","1","0.0","8","2.0","8","1","1.9","8","4.0","8","1","4.0","8","18.8","8","1",NA,"0","8.8","8","1","9.1","8","0.0","8","1","-0.3","8","1","8","1","2.4","8","0","8","1","0.0","8","0","8","1","0.0","8","20","8","1","17.8","8","110.0","0","8","1","72.1","0","8","121.1","0","8","1","140.4","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"16","2024","4","2024/4","0","8","1","0.0","8","2.0","8","1","2.1","8","14.2","8","1","10.2","8","28.9","8","1",NA,"0","21.3","8","1","16.4","8","8.0","8","1","4.7","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","1.9","8","63.5","0","8","1","63.9","0","8","220.5","0","8","1","175.9","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"17","2024","5","2024/5","0","8","1","0.0","8","1.9","8","1","2.0","8","17.2","8","1","16.2","8","31.4","8","1",NA,"0","24.1","8","1","22.6","8","10.6","8","1","10.7","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","82.0","0","8","1","74.5","0","8","209.9","0","8","1","196.5","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"18","2024","6","2024/6","0","8","1","0.0","8","1.8","8","1","1.8","8","22.1","8","1","20.3","8","33.6","8","1",NA,"0","28.0","8","1","25.9","8","16.9","8","1","15.7","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","36.5","0","8","1","104.8","0","8","192.5","0","8","1","165.0","0","8","5","8","1","1.0","8","0","8","1","0.0","8","山形"
"19","2024","7","2024/7","0","8","1","0.0","8","2.1","8","1","1.7","8","26.0","8","1","23.9","8","34.9","8","1",NA,"0","30.6","8","1","29.1","8","22.3","8","1","20.0","8","0","8","1","0.0","8","0","8","1","1.8","8","0","8","1","0.0","8","0","8","1","0.0","8","279.0","0","8","1","187.2","0","8","97.2","0","8","1","144.5","0","8","19","8","1","11.3","8","4","8","1","0.2","8","山形"
"20","2024","8","2024/8","0","8","1","0.0","8","1.6","8","1","1.7","8","27.5","8","1","25.0","8","37.0","8","1",NA,"0","33.0","8","1","30.5","8","23.9","8","1","20.9","8","0","8","1","0.0","8","3","8","1","3.7","8","0","8","1","0.0","8","0","8","1","0.0","8","84.0","0","8","1","153.0","0","8","159.7","0","8","1","171.8","0","8","31","8","1","16.2","8","5","8","1","0.7","8","山形"
"21","2024","9","2024/9","0","8","1","0.0","8","1.6","8","1","1.6","8","23.0","8","1","20.6","8","34.3","8","1",NA,"0","28.0","8","1","25.8","8","19.4","8","1","16.6","8","0","8","1","0.0","8","0","8","1","0.2","8","0","8","1","0.0","8","0","8","1","0.0","8","233.0","0","8","1","123.8","0","8","108.7","0","8","1","136.6","0","8","9","8","1","3.3","8","0","8","1","0.0","8","山形"
"22","2024","10","2024/10","0","8","1","0.0","8","1.5","8","1","1.5","8","16.6","8","1","14.1","8","30.8","8","1",NA,"0","22.0","8","1","19.5","8","12.3","8","1","9.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","77.0","0","8","1","105.1","0","8","128.4","0","8","1","132.1","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"23","2024","11","2024/11","0","8","1","0.0","8","1.6","8","1","1.6","8","8.8","8","1","7.7","8","22.6","8","1",NA,"0","13.8","8","1","12.6","8","4.5","8","1","3.6","8","0","8","1","0.1","8","0","8","1","0.0","8","0","8","1","0.0","8","2","8","1","3.3","8","80.5","0","8","1","74.4","0","8","116.0","0","8","1","102.2","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"24","2024","12","2024/12","0","8","1","0.0","8","1.8","8","1","1.6","8","2.2","8","1","2.4","8","13.8","8","1",NA,"0","5.7","8","1","6.1","8","-0.5","8","1","-0.7","8","6","8","1","5.6","8","0","8","1","0.0","8","0","8","1","1.0","8","19","8","1","19.4","8","102.5","0","8","1","97.2","0","8","67.0","0","8","1","73.8","0","8","0","8","1","0.0","8","0","8","1","0.0","8","山形"
"25","2024","1","2024/1","5","8","1","1.3","8","5.8","8","1","5.0","8","4.5","8","1","2.5","8","11.8","8","1",NA,"0","7.1","8","1","5.1","8","1.8","8","1","-0.2","8","0","8","1","3.6","8","0","8","1","0.0","8","0","8","1","0.6","8","5","8","1","16.2","8","168.0",NA,"8","1","126.8",NA,"8","45.3",NA,"8","1","33.2",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"26","2024","2","2024/2","0","8","1","1.4","8","4.5","8","1","4.6","8","4.0","8","1","2.6","8","19.4","8","1",NA,"0","6.9","8","1","5.4","8","1.0","8","1","-0.3","8","0","8","1","3.8","8","0","8","1","0.0","8","0","8","1","0.6","8","14","8","1","16.6","8","105.5",NA,"8","1","87.6",NA,"8","69.5",NA,"8","1","56.4",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"27","2024","3","2024/3","3","8","1","0.8","8","4.9","8","1","4.0","8","5.1","8","1","5.2","8","17.8","8","1",NA,"0","8.4","8","1","8.4","8","1.6","8","1","1.7","8","0","8","1","0.6","8","0","8","1","0.0","8","0","8","1","0.0","8","7","8","1","8.7","8","94.0",NA,"8","1","90.3",NA,"8","104.4",NA,"8","1","115.3",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"28","2024","4","2024/4","0","8","1","0.5","8","2.6","8","1","3.1","8","11.8","8","1","10.0","8","25.6","8","1",NA,"0","16.2","8","1","13.8","8","7.6","8","1","5.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.6","8","64.0",NA,"8","1","86.4",NA,"8","230.3",NA,"8","1","175.9",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"29","2024","5","2024/5","2","8","1","0.2","8","3.3","8","1","2.6","8","15.5","8","1","15.1","8","29.1","8","1",NA,"0","19.4","8","1","18.9","8","11.2","8","1","11.3","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","70.0",NA,"8","1","93.8",NA,"8","219.4",NA,"8","1","196.6",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"30","2024","6","2024/6","0","8","1","0.1","8","2.9","8","1","2.2","8","20.9","8","1","19.3","8","30.3","8","1",NA,"0","24.1","8","1","22.7","8","17.3","8","1","15.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","81.5",NA,"8","1","105.9",NA,"8","218.8",NA,"8","1","178.8",NA,"8","0","8","1","0.1","8","0","8","1","0.0","8","にかほ"
"31","2024","7","2024/7","1","8","1","0.1","8","4.7","8","1","2.2","8","24.5","8","1","23.3","8","31.8","8","1",NA,"0","26.7","8","1","26.4","8","22.3","8","1","20.3","8","0","8","1","0.0","8","0","8","1","0.1","8","0","8","1","0.0","8","0","8","1","0.0","8","399.0",NA,"8","1","166.5",NA,"8","109.3",NA,"8","1","161.8",NA,"8","15","8","1","7.7","8","5","8","1","0.9","8","にかほ"
"32","2024","8","2024/8","0","8","1","0.3","8","2.2","8","1","2.1","8","26.8","8","1","25.1","8","33.9","8","1",NA,"0","30.0","8","1","28.7","8","23.7","8","1","21.6","8","0","8","1","0.0","8","0","8","1","0.2","8","0","8","1","0.0","8","0","8","1","0.0","8","39.0",NA,"8","1","160.1",NA,"8","214.3",NA,"8","1","199.0",NA,"8","30","8","1","17.4","8","6","8","1","2.2","8","にかほ"
"33","2024","9","2024/9","0","8","1","0.3","8","2.3","8","1","2.2","8","23.3","8","1","21.5","8","31.2","8","1",NA,"0","27.1","8","1","25.3","8","19.3","8","1","17.7","8","0","8","1","0.0","8","0","8","1","0.2","8","0","8","1","0.0","8","0","8","1","0.0","8","237.5",NA,"8","1","152.4",NA,"8","173.5",NA,"8","1","154.5",NA,"8","8","8","1","3.7","8","0","8","1","0.2","8","にかほ"
"34","2024","10","2024/10","0","8","1","0.5","8","2.8","8","1","2.9","8","17.3","8","1","15.9","8","27.4","8","1",NA,"0","21.7","8","1","19.6","8","12.8","8","1","11.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","118.5",NA,"8","1","166.5",NA,"8","151.4",NA,"8","1","132.6",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"35","2024","11","2024/11","2","8","1","1.1","8","4.1","8","1","3.9","8","10.8","8","1","10.3","8","21.5","8","1",NA,"0","14.2","8","1","13.8","8","6.5","8","1","6.4","8","0","8","1","0.1","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.7","8","164.0",NA,"8","1","175.3",NA,"8","86.6",NA,"5","1","80.5",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"36","2024","12","2024/12","5","8","1","2.1","8","6.6","8","1","4.9","8","4.7","8","1","5.2","8","14.3","8","1",NA,"0","7.4","8","1","8.2","8","1.9","8","1","2.0","8","0","8","1","0.6","8","0","8","1","0.0","8","0","8","1","0.1","8","5","8","1","6.3","8","199.5",NA,"8","1","169.8",NA,"8","31.1",NA,"8","1","39.7",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","にかほ"
"37","2024","1","2024/1","0","8","1","0.2","8","3.3","8","1","3.3","8","-1.8","8","1","-3.2","8","5.4","8","1",NA,"0","1.1","8","1","-0.4","8","-4.9","8","1","-6.4","8","23","8","1","27.2","8","0","8","1","0.0","8","9","8","1","16.7","8","31","8","1","30.6","8","153.5","0","8","1","108.4","0","8","81.0","0","8","1","90.4","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"38","2024","2","2024/2","0","8","1","0.2","8","3.3","8","1","3.4","8","-1.9","8","1","-2.7","8","13.9","8","1",NA,"0","1.5","8","1","0.4","8","-5.1","8","1","-6.2","8","23","8","1","22.7","8","0","8","1","0.0","8","11","8","1","13.3","8","27","8","1","27.4","8","117.0","0","8","1","91.9","0","8","127.6","0","8","1","103.5","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"39","2024","3","2024/3","0","8","1","0.4","8","3.2","8","1","3.8","8","0.8","8","1","1.1","8","11.8","8","1",NA,"0","4.2","8","1","4.5","8","-2.7","8","1","-2.4","8","13","8","1","11.4","8","0","8","1","0.0","8","3","8","1","3.2","8","25","8","1","23.3","8","67.5","0","8","1","77.6","0","8","181.7","0","8","1","144.7","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"40","2024","4","2024/4","0","8","1","0.5","8","4.2","8","1","4.2","8","10.4","8","1","7.3","8","27.9","8","1",NA,"0","15.7","8","1","11.7","8","6.5","8","1","3.4","8","0","8","1","0.2","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","3.2","8","34.5","0","8","1","54.6","0","8","206.9","0","8","1","175.8","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"41","2024","5","2024/5","0","8","1","0.5","8","4.1","8","1","4.2","8","14.2","8","1","13.0","8","25.1","8","1",NA,"0","19.1","8","1","17.9","8","9.8","8","1","9.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","40.0","0","8","1","55.5","0","8","214.6","0","8","1","200.4","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"42","2024","6","2024/6","0","8","1","0.1","8","3.5","8","1","3.7","8","19.0","8","1","17.0","8","31.3","8","1",NA,"0","23.9","8","1","21.8","8","15.1","8","1","13.4","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","38.0","0","8","1","60.4","0","8","202.4","0","8","1","180.0","0","8","0","8","1","0.1","8","0","8","1","0.0","8","札幌"
"43","2024","7","2024/7","0","8","1","0.0","8","3.4","8","1","3.6","8","23.3","8","1","21.1","8","34.7","8","1",NA,"0","28.0","8","1","25.4","8","20.1","8","1","17.9","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","144.0","0","8","1","90.7","0","8","190.9","0","8","1","168.0","0","8","6","8","1","2.4","8","1","8","1","0.1","8","札幌"
"44","2024","8","2024/8","0","8","1","0.1","8","3.1","8","1","3.5","8","24.6","8","1","22.3","8","34.1","8","1",NA,"0","28.4","8","1","26.4","8","21.7","8","1","19.1","8","0","8","1","0.0","8","0","8","1","0.1","8","0","8","1","0.0","8","0","8","1","0.0","8","102.5","0","8","1","126.8","0","8","133.7","0","8","1","168.1","0","8","14","8","1","4.6","8","1","8","1","0.0","8","札幌"
"45","2024","9","2024/9","0","8","1","0.1","8","3.1","8","1","3.2","8","19.9","8","1","18.6","8","31.5","8","1",NA,"0","24.5","8","1","22.8","8","15.7","8","1","14.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","74.5","0","8","1","142.2","0","8","212.3","0","8","1","159.3","0","8","0","8","1","0.7","8","0","8","1","0.0","8","札幌"
"46","2024","10","2024/10","0","8","1","0.1","8","3.2","8","1","3.4","8","13.8","8","1","12.1","8","26.3","8","1",NA,"0","18.3","8","1","16.4","8","9.0","8","1","8.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","160.0","0","8","1","109.9","0","8","178.4","0","8","1","145.9","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"47","2024","11","2024/11","0","8","1","0.1","8","3.3","8","1","3.4","8","6.0","8","1","5.2","8","15.7","8","1",NA,"0","9.6","8","1","8.7","8","2.0","8","1","1.6","8","0","8","1","2.9","8","0","8","1","0.0","8","0","8","1","0.9","8","7","8","1","9.7","8","134.0","0","8","1","113.8","0","8","98.7","0","8","1","99.1","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"48","2024","12","2024/12","0","8","1","0.2","8","3.1","8","1","3.2","8","-1.9","8","1","-0.9","8","8.3","8","1",NA,"0","0.7","8","1","2.0","8","-4.6","8","1","-4.0","8","25","8","1","19.9","8","0","8","1","0.0","8","14","8","1","9.5","8","31","8","1","27.6","8","54.5","0","8","1","114.5","0","8","91.3","0","5","1","82.7","0","8","0","8","1","0.0","8","0","8","1","0.0","8","札幌"
"49","2024","1","2024/1","17","8","1","17.5","8","8.3","8","1","9.1","8","4.4","8","1","2.1","8","10.7","8","1",NA,"0","6.9","8","1","4.7","8","1.9","8","1","-0.1","8","2","8","1","6.3","8","0","8","1","0.0","8","0","8","1","1.6","8","9","8","1","15.7","8","140.0",NA,"8","1","111.0",NA,"8","70.3",NA,"8","1","62.2",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"50","2024","2","2024/2","9","8","1","13.9","8","5.9","8","1","8.5","8","3.9","8","1","2.3","8","15.2","8","1",NA,"0","6.9","8","1","5.3","8","1.6","8","1","-0.2","8","0","8","1","5.9","8","0","8","1","0.0","8","0","8","1","1.3","8","7","8","1","15.4","8","90.0",NA,"8","1","79.6",NA,"8","90.7",NA,"8","1","92.0",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"51","2024","3","2024/3","14","8","1","10.7","8","6.5","8","1","6.9","8","5.1","8","1","4.9","8","13.6","8","1",NA,"0","8.5","8","1","8.6","8","2.5","8","1","1.9","8","0","8","1","1.1","8","0","8","1","0.0","8","0","8","1","0.1","8","4","8","1","7.2","8","84.5",NA,"8","1","84.2",NA,"8","145.1",NA,"8","1","167.1",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"52","2024","4","2024/4","1","8","1","5.9","8","3.3","8","1","5.5","8","11.9","8","1","9.4","8","24.4","8","1",NA,"0","16.5","8","1","13.6","8","9.0","8","1","6.1","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.2","8","56.5",NA,"8","1","84.1",NA,"8","233.1",NA,"8","1","225.3",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"53","2024","5","2024/5","3","5","1","2.9","8","3.8","5","1","4.4","8","14.7","5","1","14.1","8","24.1","5","1",NA,"0","18.8","5","1","18.5","8","11.5","5","1","10.8","8","0","5","1","0.0","8","0","5","1","0.0","8","0","8","1","0.0","8","0","5","1","0.0","8","78.5",NA,"5","1","86.4",NA,"8","226.0",NA,"8","1","240.2",NA,"8","0","5","1","0.0","8","0","8","1","0.0","8","飛島"
"54","2024","6","2024/6","1","8","1","1.3","8","2.9","8","1","3.6","8","20.2","8","1","18.4","8","29.9","8","1",NA,"0","24.2","8","1","22.7","8","17.5","8","1","15.3","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","80.5",NA,"8","1","91.4",NA,"8","234.8",NA,"8","1","224.2",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"55","2024","7","2024/7","6","8","1","1.8","8","5.5","8","1","3.7","8","23.7","8","1","22.4","8","30.6","8","1",NA,"0","26.5","8","1","26.1","8","22.1","8","1","19.8","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","313.5",NA,"8","1","157.1",NA,"8","151.5",NA,"8","1","199.8",NA,"8","10","8","1","4.5","8","3","8","1","0.2","8","飛島"
"56","2024","8","2024/8","0","5","1","1.7","8","2.3","5","1","3.5","8","26.3","5","1","24.4","8","32.9","5","1",NA,"0","29.9","5","1","28.4","8","23.7","5","1","21.5","8","0","5","1","0.0","8","0","5","1","0.0","8","0","8","1","0.0","8","0","5","1","0.0","8","12.0",NA,"5","1","161.1",NA,"8","221.6",NA,"8","1","234.7",NA,"8","27","5","1","12.7","8","4","8","1","1.5","8","飛島"
"57","2024","9","2024/9","1","8","1","2.7","8","2.3","8","1","3.8","8","23.1","8","1","21.0","8","31.8","8","1",NA,"0","26.4","8","1","24.8","8","20.4","8","1","18.1","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","196.0",NA,"8","1","144.1",NA,"8","192.2",NA,"8","1","194.2",NA,"8","6","8","1","2.4","8","1","8","1","0.2","8","飛島"
"58","2024","10","2024/10","3","8","1","5.9","8","2.8","8","1","5.0","8","17.7","8","1","15.6","8","26.1","8","1",NA,"0","20.6","8","1","19.2","8","14.7","8","1","12.7","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","103.0",NA,"8","1","148.3",NA,"8","159.7",NA,"8","1","171.1",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"59","2024","11","2024/11","11","8","1","11.6","8","5.3","8","1","6.9","8","11.1","8","1","10.0","8","19.3","8","1",NA,"0","13.7","8","1","13.3","8","8.2","8","1","7.2","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.0","8","0","8","1","0.3","8","126.0",NA,"8","1","152.6",NA,"8","104.2",NA,"5","1","112.4",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
"60","2024","12","2024/12","20","8","1","17.3","8","9.1","8","1","8.8","8","4.6","8","1","4.8","8","14.9","8","1",NA,"0","7.2","8","1","7.6","8","2.3","8","1","2.3","8","0","8","1","1.5","8","0","8","1","0.0","8","0","8","1","0.2","8","3","8","1","6.6","8","167.0",NA,"8","1","148.8",NA,"8","59.6",NA,"8","1","62.5",NA,"8","0","8","1","0.0","8","0","8","1","0.0","8","飛島"
